,cnt,casual,registered,season_encoding,yr,mnth,day,holiday,weekday,workingday,weathersit,temp,hum,windspeed
0,985,331,654,1,0,1,1,0,6,0,2,14.1,80.6,10.749882
1,801,131,670,1,0,1,2,0,0,0,2,14.9,69.6,16.652113
2,1349,120,1229,1,0,1,3,0,1,1,1,8.1,43.7,16.636703
3,1562,108,1454,3,0,1,4,0,2,1,1,8.2,59.0,10.739832
4,1600,82,1518,3,0,1,5,0,3,1,1,9.3,43.7,12.5223
5,1606,88,1518,3,0,1,6,0,4,1,1,8.4,51.8,6.0008684
6,1510,148,1362,4,0,1,7,0,5,1,2,8.1,49.9,11.304642
7,959,68,891,4,0,1,8,0,6,0,2,6.8,53.6,17.875868
8,822,54,768,4,0,1,9,0,0,0,1,5.7,43.4,24.25065
9,1321,41,1280,2,0,1,10,0,1,1,1,6.2,48.3,14.958889
10,1263,43,1220,2,0,1,11,0,2,1,2,6.9,68.6,8.182844
11,1162,25,1137,2,0,1,12,0,3,1,1,7.1,60.0,20.410009
12,1406,38,1368,1,0,1,13,0,4,1,1,6.8,47.0,20.167
13,1421,54,1367,1,0,1,14,0,5,1,1,6.6,53.8,8.478716
14,1248,222,1026,1,0,1,15,0,6,0,2,9.6,49.9,10.583521
15,1204,251,953,1,0,1,16,0,0,0,1,9.5,48.4,12.625011
16,1000,117,883,1,0,1,17,1,1,0,2,7.2,53.8,12.999139
17,683,9,674,1,0,1,18,0,2,1,2,8.9,86.2,9.833925
18,1650,78,1572,1,0,1,19,0,3,1,2,12.0,74.2,13.957239
19,1927,83,1844,1,0,1,20,0,4,1,2,10.7,53.8,13.125568
20,1543,75,1468,1,0,1,21,0,5,1,1,7.3,45.7,23.667214
21,981,93,888,1,0,1,22,0,6,0,1,2.4,40.0,11.52199
22,986,150,836,1,0,1,23,0,0,0,1,4.0,43.7,16.5222
23,1416,86,1330,1,0,1,24,0,1,1,1,4.0,49.2,10.60811
24,1985,186,1799,1,0,1,25,0,2,1,2,9.2,61.7,8.696332
25,506,34,472,1,0,1,26,0,3,1,3,8.9,86.2,19.68795
26,431,15,416,1,0,1,27,0,4,1,1,8.0,68.8,7.627079
27,1167,38,1129,1,0,1,28,0,5,1,2,8.3,79.3,8.2611
28,1098,123,975,1,0,1,29,0,6,0,1,8.1,65.2,9.739455
29,1096,140,956,1,0,1,30,0,0,0,1,8.9,72.2,4.9568342
30,1501,42,1459,1,0,1,31,0,1,1,2,7.4,60.4,12.541864
31,1360,47,1313,1,0,2,1,0,2,1,2,7.9,83.0,3.565271
32,1526,72,1454,1,0,2,2,0,3,1,2,10.7,77.5,17.708636
33,1550,61,1489,1,0,2,3,0,4,1,1,7.7,43.8,18.609384
34,1708,88,1620,3,0,2,4,0,5,1,2,8.7,58.5,8.565213
35,1005,100,905,3,0,2,5,0,6,0,2,9.6,92.9,10.792293
36,1623,354,1269,3,0,2,6,0,0,0,1,11.7,56.8,9.5006
37,1712,120,1592,4,0,2,7,0,1,1,1,11.1,73.8,3.0423561
38,1530,64,1466,4,0,2,8,0,2,1,1,9.1,53.8,24.25065
39,1605,53,1552,4,0,2,9,0,3,1,2,5.5,49.5,12.652213
40,1538,47,1491,2,0,2,10,0,4,1,1,5.9,43.7,14.869645
41,1746,149,1597,2,0,2,11,0,5,1,1,7.8,50.6,7.27285
42,1472,288,1184,2,0,2,12,0,6,0,1,9.1,54.4,13.625589
43,1589,397,1192,1,0,2,13,0,0,0,1,13.0,45.7,17.479161
44,1913,208,1705,1,0,2,14,0,1,1,1,17.0,37.6,27.999836
45,1815,140,1675,1,0,2,15,0,2,1,1,10.9,31.4,19.522058
46,2115,218,1897,1,0,2,16,0,3,1,1,13.0,42.3,16.869997
47,2475,259,2216,1,0,2,17,0,4,1,1,17.9,50.5,15.416968
48,2927,579,2348,1,0,2,18,0,5,1,1,21.4,51.7,17.749975
49,1635,532,1103,1,0,2,19,0,6,0,1,16.4,18.8,34.000021
50,1812,639,1173,1,0,2,20,0,0,0,1,11.7,40.8,14.956745
51,1107,195,912,1,0,2,21,1,1,0,2,12.4,60.5,20.625682
52,1450,74,1376,1,0,2,22,0,2,1,1,7.5,57.8,13.110761
53,1917,139,1778,1,0,2,23,0,3,1,1,9.1,42.3,6.305571
54,1807,100,1707,1,0,2,24,0,4,1,2,12.1,69.7,16.783232
55,1461,120,1341,1,0,2,25,0,5,1,2,14.9,71.2,23.218113
56,1969,424,1545,1,0,2,26,0,6,0,1,11.6,53.8,12.500257
57,2402,694,1708,1,0,2,27,0,0,0,1,14.1,68.0,8.391616
58,1446,81,1365,1,0,2,28,0,1,1,2,16.7,87.6,19.408962
59,1851,137,1714,1,0,3,1,0,2,1,1,10.9,53.5,14.500475
60,2134,231,1903,1,0,3,2,0,3,1,1,13.7,45.0,20.624811
61,1685,123,1562,1,0,3,3,0,4,1,1,8.1,31.8,15.125518
62,1944,214,1730,3,0,3,4,0,5,1,2,10.7,61.0,13.624182
63,2077,640,1437,3,0,3,5,0,6,0,2,15.8,78.9,16.875357
64,605,114,491,3,0,3,6,0,0,0,2,15.4,94.8,23.000229
65,1872,244,1628,4,0,3,7,0,1,1,1,10.7,55.1,22.870584
66,2133,316,1817,4,0,3,8,0,2,1,1,12.0,42.1,8.08355
67,1891,191,1700,4,0,3,9,0,3,1,2,12.1,77.5,14.75005
68,623,46,577,2,0,3,10,0,4,1,3,16.0,0.0,17.545759
69,1977,247,1730,2,0,3,11,0,5,1,2,13.0,65.0,15.60899
70,2132,724,1408,2,0,3,12,0,6,0,1,13.5,59.5,14.791925
71,2417,982,1435,1,0,3,13,0,0,0,1,15.8,52.7,18.130468
72,2046,359,1687,1,0,3,14,0,1,1,1,13.3,49.7,9.174042
73,2056,289,1767,1,0,3,15,0,2,1,2,13.0,65.6,12.348703
74,2192,321,1871,1,0,3,16,0,3,1,2,15.0,77.7,13.608839
75,2744,424,2320,1,0,3,17,0,4,1,1,17.0,60.3,14.041793
76,3239,884,2355,1,0,3,18,0,5,1,1,22.1,52.5,15.478139
77,3117,1424,1693,1,0,3,19,0,6,0,1,19.4,37.9,24.667189
78,2471,1047,1424,1,0,3,20,0,0,0,1,13.6,47.4,13.917307
79,2077,401,1676,1,0,3,21,0,1,1,2,17.6,73.7,19.348461
80,2703,460,2243,1,0,3,22,0,2,1,1,18.1,62.5,15.12525
81,2121,203,1918,1,0,3,23,0,3,1,2,14.2,84.0,15.695487
82,1865,166,1699,1,0,3,24,0,4,1,2,11.7,80.6,16.333729
83,2210,300,1910,1,0,3,25,0,5,1,1,10.8,49.5,15.458575
84,2496,981,1515,1,0,3,26,0,6,0,1,10.9,39.4,14.041257
85,1693,472,1221,1,0,3,27,0,0,0,2,10.4,49.4,12.3481
86,2028,222,1806,1,0,3,28,0,1,1,1,10.8,30.2,14.217668
87,2425,317,2108,1,0,3,29,0,2,1,1,12.4,31.4,15.208732
88,1536,168,1368,1,0,3,30,0,3,1,2,12.3,64.7,11.583496
89,1685,179,1506,1,0,3,31,0,4,1,3,11.0,91.8,14.582282
90,2227,307,1920,1,0,4,1,0,5,1,2,12.3,68.6,17.333436
91,2252,898,1354,1,0,4,2,0,6,0,2,12.9,65.4,13.208782
92,3249,1651,1598,1,0,4,3,0,0,0,1,15.5,48.0,12.208271
93,3115,734,2381,3,0,4,4,0,1,1,1,23.5,42.6,25.833257
94,1795,167,1628,3,0,4,5,0,2,1,2,17.0,64.2,26.000489
95,2808,413,2395,3,0,4,6,0,3,1,1,16.0,47.1,17.625221
96,3141,571,2570,4,0,4,7,0,4,1,1,17.9,60.3,10.874904
97,1471,172,1299,4,0,4,8,0,5,1,2,13.8,83.6,15.208464
98,2455,879,1576,4,0,4,9,0,6,0,2,14.0,87.8,8.916561
99,2895,1188,1707,2,0,4,10,0,0,0,2,17.5,85.8,9.833389
100,3348,855,2493,2,0,4,11,0,1,1,2,24.4,71.7,21.739758
101,2034,257,1777,2,0,4,12,0,2,1,2,20.6,73.9,18.416893
102,2162,209,1953,3,0,4,13,0,3,1,2,16.9,81.9,16.791339
103,3267,529,2738,3,0,4,14,0,4,1,1,19.2,54.0,7.4169
104,3126,642,2484,3,0,4,15,1,5,0,1,18.3,67.1,15.167125
105,795,121,674,3,0,4,16,0,6,0,3,17.7,88.8,22.834136
106,3744,1558,2186,3,0,4,17,0,0,0,1,18.7,48.0,20.334232
107,3429,669,2760,3,0,4,18,0,1,1,1,21.0,54.2,10.958989
108,3204,409,2795,3,0,4,19,0,2,1,2,20.7,66.6,10.584057
109,3944,613,3331,3,0,4,20,0,3,1,1,24.4,61.4,16.208975
110,4189,745,3444,3,0,4,21,0,4,1,1,18.8,40.7,21.792286
111,1683,177,1506,3,0,4,22,0,5,1,2,13.8,73.0,14.707907
112,4036,1462,2574,3,0,4,23,0,6,0,2,18.9,88.8,15.458575
113,4191,1710,2481,3,0,4,24,0,0,0,2,23.8,81.1,12.875725
114,4073,773,3300,3,0,4,25,0,1,1,1,24.9,77.7,12.417311
115,4400,678,3722,3,0,4,26,0,2,1,1,25.9,72.9,21.8755
116,3872,547,3325,3,0,4,27,0,3,1,2,25.4,83.5,20.9174
117,4058,569,3489,3,0,4,28,0,4,1,2,25.3,70.1,21.500836
118,4595,878,3717,3,0,4,29,0,5,1,1,20.9,45.7,16.084221
119,5312,1965,3347,3,0,4,30,0,6,0,1,19.4,50.3,15.750025
120,3351,1138,2213,1,0,5,1,0,0,0,2,18.5,76.2,7.125718
121,4401,847,3554,1,0,5,2,0,1,1,2,22.5,73.0,12.291418
122,4451,603,3848,1,0,5,3,0,2,1,2,25.3,69.7,22.958689
123,2633,255,2378,3,0,5,4,0,3,1,2,17.0,73.7,22.042732
124,4433,614,3819,3,0,5,5,0,4,1,1,18.8,44.4,19.791264
125,4608,894,3714,3,0,5,6,0,5,1,1,19.6,59.0,15.292482
126,4714,1612,3102,4,0,5,7,0,6,0,1,21.3,54.1,10.75015
127,4333,1401,2932,4,0,5,8,0,0,0,1,21.7,63.2,5.0007125
128,4362,664,3698,4,0,5,9,0,1,1,1,21.8,58.9,11.792
129,4803,694,4109,2,0,5,10,0,2,1,1,21.8,48.9,7.749957
130,4182,550,3632,2,0,5,11,0,3,1,1,22.2,63.3,8.083014
131,4864,695,4169,2,0,5,12,0,4,1,1,21.9,74.8,12.707689
132,4105,692,3413,3,0,5,13,0,5,1,2,21.0,86.3,12.041575
133,3409,902,2507,3,0,5,14,0,6,0,2,21.4,92.2,9.04165
134,4553,1582,2971,3,0,5,15,0,0,0,2,23.1,86.7,10.249593
135,3958,773,3185,3,0,5,16,0,1,1,1,23.7,78.8,8.500357
136,4123,678,3445,3,0,5,17,0,2,1,2,23.0,83.8,18.582718
137,3855,536,3319,3,0,5,18,0,3,1,2,22.6,87.0,13.499964
138,4575,735,3840,3,0,5,19,0,4,1,2,21.8,83.0,7.250271
139,4917,909,4008,3,0,5,20,0,5,1,1,22.0,72.0,8.375871
140,5805,2258,3547,3,0,5,21,0,6,0,1,24.7,62.7,8.08355
141,4660,1576,3084,3,0,5,22,0,0,0,1,24.8,75.0,9.916536
142,4274,836,3438,3,0,5,23,0,1,1,2,25.9,81.0,15.667414
143,4492,659,3833,3,0,5,24,0,2,1,2,27.1,74.1,13.875164
144,4978,740,4238,3,0,5,25,0,3,1,1,27.1,69.6,10.333611
145,4677,758,3919,3,0,5,26,0,4,1,1,29.0,67.8,13.376014
146,4679,871,3808,3,0,5,27,0,5,1,1,27.9,65.4,16.125493
147,4758,2001,2757,3,0,5,28,0,6,0,1,26.9,73.0,15.416164
148,4788,2355,2433,3,0,5,29,0,0,0,1,27.4,81.9,14.333846
149,4098,1549,2549,3,0,5,30,1,1,0,1,30.1,68.5,8.792075
150,3982,673,3309,3,0,5,31,0,2,1,1,31.8,63.7,7.459043
151,3974,513,3461,1,0,6,1,0,3,1,2,31.3,67.7,13.875164
152,4968,736,4232,1,0,6,2,0,4,1,1,29.3,30.5,19.583229
153,5312,898,4414,1,0,6,3,0,5,1,1,25.4,35.4,16.959107
154,5342,1869,3473,3,0,6,4,0,6,0,1,26.0,45.6,8.250514
155,4906,1685,3221,3,0,6,5,0,0,0,2,26.6,65.2,9.292364
156,4548,673,3875,3,0,6,6,0,1,1,1,27.8,60.0,8.167032
157,4833,763,4070,4,0,6,7,0,2,1,1,29.0,59.8,12.583136
158,4401,676,3725,4,0,6,8,0,3,1,1,31.8,62.2,9.166739
159,3915,563,3352,4,0,6,9,0,4,1,2,33.1,56.8,10.042161
160,4586,815,3771,2,0,6,10,0,5,1,1,31.0,60.5,9.417118
161,4966,1729,3237,2,0,6,11,0,6,0,1,29.7,65.5,10.37495
162,4460,1467,2993,2,0,6,12,0,0,0,1,28.4,74.8,10.958989
163,5020,863,4157,3,0,6,13,0,1,1,1,26.0,49.5,20.45845
164,4891,727,4164,3,0,6,14,0,2,1,1,24.8,50.7,18.041961
165,5180,769,4411,3,0,6,15,0,3,1,1,25.7,47.2,11.250104
166,3767,545,3222,3,0,6,16,0,4,1,2,25.8,68.8,13.833557
167,4844,863,3981,3,0,6,17,0,5,1,1,26.6,73.6,9.582943
168,5119,1807,3312,3,0,6,18,0,6,0,1,28.6,67.0,8.000336
169,4744,1639,3105,3,0,6,19,0,0,0,2,28.7,66.7,6.834
170,4010,699,3311,3,0,6,20,0,1,1,2,26.0,74.6,10.416825
171,4835,774,4061,3,0,6,21,0,2,1,2,27.9,77.0,11.458675
172,4507,661,3846,3,0,6,22,0,3,1,1,30.1,70.8,11.541554
173,4790,746,4044,3,0,6,23,0,4,1,2,29.9,70.3,15.999868
174,4991,969,4022,3,0,6,24,0,5,1,1,29.7,57.3,14.875675
175,5202,1782,3420,3,0,6,25,0,6,0,1,28.5,48.3,14.041257
176,5305,1920,3385,3,0,6,26,0,0,0,1,27.9,51.3,6.3337311
177,4708,854,3854,3,0,6,27,0,1,1,2,28.0,65.8,7.208396
178,4648,732,3916,3,0,6,28,0,2,1,1,30.5,63.4,9.666961
179,5225,848,4377,3,0,6,29,0,3,1,1,29.9,49.8,17.542007
180,5515,1027,4488,3,0,6,30,0,4,1,1,28.6,43.4,12.415904
181,5362,1246,4116,1,0,7,1,0,5,1,1,29.6,39.6,6.874736
182,5119,2204,2915,1,0,7,2,0,6,0,1,30.3,44.5,7.709154
183,4649,2282,2367,1,0,7,3,0,0,0,2,29.4,68.2,15.333486
184,6043,3065,2978,3,0,7,4,1,1,0,2,29.8,63.8,5.4591064
185,4665,1031,3634,3,0,7,5,0,2,1,1,30.6,59.0,8.459286
186,4629,784,3845,3,0,7,6,0,3,1,1,29.5,74.3,10.042161
187,4592,754,3838,4,0,7,7,0,4,1,1,30.8,65.1,10.6664
188,4040,692,3348,4,0,7,8,0,5,1,2,29.1,75.8,15.083643
189,5336,1988,3348,4,0,7,9,0,6,0,1,30.1,60.9,11.250104
190,4881,1743,3138,2,0,7,10,0,0,0,1,30.6,57.8,12.292557
191,4086,723,3363,2,0,7,11,0,1,1,1,31.3,63.6,18.916579
192,4258,662,3596,2,0,7,12,0,2,1,1,32.6,55.9,13.417018
193,4342,748,3594,4,0,7,13,0,3,1,1,30.6,63.2,9.790911
194,5084,888,4196,4,0,7,14,0,4,1,1,27.9,47.6,16.124689
195,5538,1318,4220,4,0,7,15,0,5,1,1,27.2,59.1,12.249811
196,5923,2418,3505,4,0,7,16,0,6,0,1,28.2,58.5,13.958914
197,5302,2006,3296,4,0,7,17,0,0,0,1,29.5,60.4,16.417211
198,4458,841,3617,4,0,7,18,0,1,1,1,30.6,65.1,14.458868
199,4541,752,3789,4,0,7,19,0,2,1,1,31.8,65.0,8.7502
200,4332,644,3688,4,0,7,20,0,3,1,1,31.5,70.7,7.625739
201,3784,632,3152,4,0,7,21,0,4,1,2,33.4,69.1,14.875407
202,3387,562,2825,4,0,7,22,0,5,1,1,34.8,58.0,8.9177
203,3285,987,2298,4,0,7,23,0,6,0,1,34.8,50.0,8.791807
204,3606,1050,2556,4,0,7,24,0,0,0,1,34.0,55.1,11.334457
205,3840,568,3272,4,0,7,25,0,1,1,1,30.5,75.7,6.0841561
206,4590,750,3840,4,0,7,26,0,2,1,1,31.6,54.1,13.417286
207,4656,755,3901,4,0,7,27,0,3,1,1,31.8,40.3,12.292021
208,4390,606,3784,4,0,7,28,0,4,1,1,31.9,58.3,11.958093
209,3846,670,3176,4,0,7,29,0,5,1,1,34.4,54.2,11.667246
210,4475,1559,2916,4,0,7,30,0,6,0,1,33.0,46.6,11.291979
211,4302,1524,2778,4,0,7,31,0,0,0,1,33.0,48.1,11.042471
212,4266,729,3537,1,0,8,1,0,1,1,1,31.6,55.1,10.500039
213,4845,801,4044,1,0,8,2,0,2,1,1,32.1,49.1,13.79195
214,3574,467,3107,1,0,8,3,0,3,1,2,30.0,65.8,9.084061
215,4576,799,3777,3,0,8,4,0,4,1,2,29.1,75.8,13.20905
216,4866,1023,3843,3,0,8,5,0,5,1,1,29.1,63.1,12.374632
217,4294,1521,2773,3,0,8,6,0,6,0,2,29.4,75.5,15.29275
218,3785,1298,2487,4,0,8,7,0,0,0,1,30.4,75.3,13.499629
219,4326,846,3480,4,0,8,8,0,1,1,1,31.4,59.2,12.875725
220,4602,907,3695,4,0,8,9,0,2,1,1,31.8,57.0,10.125107
221,4780,884,3896,2,0,8,10,0,3,1,1,31.4,42.4,13.417286
222,4792,812,3980,2,0,8,11,0,4,1,1,29.4,42.4,11.041332
223,4905,1051,3854,2,0,8,12,0,5,1,1,29.0,41.5,8.416607
224,4150,1504,2646,4,0,8,13,0,6,0,2,28.1,73.0,14.167418
225,3820,1338,2482,4,0,8,14,0,0,0,2,27.7,81.8,14.916411
226,4338,775,3563,4,0,8,15,0,1,1,1,27.3,71.2,13.999918
227,4725,721,4004,4,0,8,16,0,2,1,1,28.7,57.8,15.834043
228,4694,668,4026,4,0,8,17,0,3,1,1,29.7,57.5,9.625689
229,3805,639,3166,4,0,8,18,0,4,1,1,29.2,65.5,15.624936
230,4153,797,3356,4,0,8,19,0,5,1,2,28.1,72.3,9.333636
231,5191,1914,3277,4,0,8,20,0,6,0,1,28.6,67.4,6.999289
232,3873,1249,2624,4,0,8,21,0,0,0,1,29.1,77.0,16.666518
233,4758,833,3925,4,0,8,22,0,1,1,1,28.4,47.0,18.54225
234,5895,1281,4614,4,0,8,23,0,2,1,1,26.3,45.5,9.833121
235,5130,949,4181,4,0,8,24,0,3,1,1,27.6,60.5,16.958236
236,3542,435,3107,4,0,8,25,0,4,1,2,28.1,77.2,14.125811
237,4661,768,3893,4,0,8,26,0,5,1,1,28.7,76.1,5.6254875
238,1115,226,889,4,0,8,27,0,6,0,2,27.9,85.0,25.166339
239,4334,1415,2919,4,0,8,28,0,0,0,1,29.0,56.2,20.412153
240,4634,729,3905,4,0,8,29,0,1,1,1,26.1,55.5,10.708275
241,5204,775,4429,4,0,8,30,0,2,1,1,26.2,54.8,8.375536
242,5058,688,4370,4,0,8,31,0,3,1,1,26.9,59.8,5.5833311
243,5115,783,4332,1,0,9,1,0,4,1,1,26.9,63.9,9.500332
244,4727,875,3852,1,0,9,2,0,5,1,2,26.4,72.7,9.375243
245,4484,1935,2549,1,0,9,3,0,6,0,1,27.4,71.7,12.416775
